element,image
3_61_16,0_60_15
3_61_17,0_60_16
3_62_10_2,0_61_9_0
3_62_12,0_61_11_0
3_62_15_0,0_61_14_1
3_62_15_1,0_61_14_0
3_62_16,0_61_15
3_63_9_2,0_62_8_0
3_63_11_1,0_62_10_0
3_64_13_1,0_63_12
3_64_14,0_63_13
3_65_12_0,0_64_11_0
3_65_12_1,0_64_11_1
3_56_11_0,0_55_10
3_56_12,0_55_11_0
3_56_13_0,0_55_12_1
3_56_13_1,0_55_12_0
3_56_15,0_55_14
3_56_16,0_55_15
3_56_18_0,0_55_17_0
3_56_18_1,0_55_17_1
3_66_13,0_65_12
3_68_10,0_67_9_1
3_69_7,0_68_6_0
3_69_9_1,0_68_8_0
3_70_9_1,0_69_8_2 + 0_69_8_1
3_71_8,0_70_7_0
5_4_2,0_1_1
5_5_3,0_2_2
5_6_2,0_3_1
5_7_4,0_4_3
5_9_3,0_6_2
5_10_3,0_7_2
5_11_3,0_8_2
5_11_4,0_8_3
5_11_5,0_8_4
5_12_4,0_9_3_1
5_12_5,0_9_4
5_12_6,0_9_5
5_13_4,0_10_3
5_13_7,0_10_6
5_14_6,0_11_5
5_15_8,0_12_7
5_17_5,0_14_4
5_18_6,0_15_5
5_18_7,0_15_6
5_19_7,0_16_6
5_19_8,0_16_7
5_19_9,0_16_8
5_20_5,0_17_4
5_20_9,0_17_8
5_20_10,0_17_9
5_21_5,0_18_4
5_21_8,0_18_7
5_21_11,0_18_10
5_22_4,0_19_3
5_22_6,0_19_5
5_22_10,0_19_9
5_23_4,0_20_3
5_23_5,0_20_4
5_23_12,0_20_11
5_24_6,0_21_5
5_24_7,0_21_6
5_25_4,0_22_3
5_25_5_1,0_22_4
5_25_6_1,0_22_5
5_25_9,0_22_8
5_26_5_0,0_23_4_1
5_26_5_1,0_23_4_0
5_26_6_1,0_23_5
5_26_8,0_23_7
5_26_10,0_23_9
5_26_11,0_23_10
5_27_6,0_24_5
5_27_7,0_24_6
5_27_11,0_24_10
5_27_12,0_24_11
5_27_13,0_24_12
5_28_9,0_25_8
5_28_13,0_25_12
5_28_14,0_25_13
5_29_7_1,0_26_6
5_29_8,0_26_7
5_29_12,0_26_11
5_29_15,0_26_14
5_30_7,0_27_6
5_30_10,0_27_9
5_30_14,0_27_13
5_31_9,0_28_8
5_31_16,0_28_15
5_32_8,0_29_7
5_32_11,0_29_10
5_33_10,0_30_9
5_33_13,0_30_12
5_34_9,0_31_8
5_54_7,0_51_6
5_54_9_0,0_51_8
5_54_10_0,0_51_9
5_54_13,0_51_12
5_54_16,0_51_15
3_56_21,0_55_20
3_57_8_0,0_56_7
3_57_10_1,0_56_9
3_57_13,0_56_12
3_57_14,0_56_13
3_57_15,0_56_14
3_57_17,0_56_16
3_57_18,0_56_17
3_57_19,0_56_18
3_57_20,0_56_19
3_58_9_0,0_57_8
3_58_10,0_57_9
3_55_12,0_54_11
3_55_13,0_54_12
3_55_14,0_54_13
3_55_16,0_54_15
3_55_17,0_54_16
3_55_19,0_54_18
3_55_22,0_54_21
3_56_7,0_55_6
3_56_8_1,0_55_7
3_55_8,0_54_7
3_55_9,0_54_8
3_55_10_0,0_54_9
3_48_14_0,0_47_13_1
7_57_7,0_52_6
7_57_8_1,0_52_7
7_57_9_1,0_52_8_1
7_57_10_1,0_52_9
7_57_12_0,0_52_11
7_57_15_0,0_52_14
7_57_18_0,0_52_17
7_58_14_0,0_53_13
7_58_17_0,0_53_16
7_58_20,0_53_19
7_59_6_1,0_54_5
7_59_8_0,0_54_7
7_59_9_2,0_54_8
7_59_10_3,0_54_9
7_59_11_1,0_54_10
7_55_16,0_50_15
7_55_17_0,0_50_16
7_55_20,0_50_19
7_55_24,0_50_23
7_56_5,0_51_4
7_56_7_2,0_51_6
7_56_9_0,0_51_8
7_56_10_1,0_51_9
7_56_13_0,0_51_12
7_56_16_0,0_51_15
7_56_19,0_51_18
7_52_14_0,0_47_13_1
7_52_17,0_47_16
7_52_20,0_47_19
7_53_5,0_48_4
7_57_6_2,0_52_5
7_55_5,0_50_4
7_55_7_0,0_50_6_0
7_55_7_1,0_50_6_1
7_55_11_1,0_50_10
7_55_14_0,0_50_13
7_58_7_1,0_53_6
7_58_8,0_53_7
7_58_9_1,0_53_8
7_54_24,0_49_23
7_54_25,0_49_24
7_58_6,0_53_5_1
7_54_23_0,0_49_22
9_54_22_0,0_47_21
9_55_5_1,0_48_4
9_55_6_0,0_48_5
9_55_7_2,0_48_6
9_55_8_2,0_48_7_1
7_57_21,0_52_20
19_64_14_0,0_47_13_1
5_55_6,0_52_5
11_56_20_0,0_47_19
11_57_5_1,0_48_4
9_54_17_0,0_47_16
17_61_15,0_46_14
9_60_7_3,0_53_6
9_60_8_1,0_53_7
9_60_10_2,0_53_9
9_60_11_1,0_53_10
9_60_14_0,0_53_13
9_60_17,0_53_16
9_61_7_2,0_54_6
9_61_9_1,0_54_8
9_59_8_3,0_52_7
9_59_9_1,0_52_8_1
9_59_12_0,0_52_11
9_59_15,0_52_14
9_60_6_2,0_53_5_1
9_60_6_3,0_53_5_1
9_59_6_1,0_52_5
9_59_7_0,0_52_6
15_60_14_0,0_47_13_1
5_50_14_1,0_47_13_1
5_50_17,0_47_16
13_58_14_1,0_47_13_1 + 0_47_13_0
11_56_14,0_47_13_1
11_54_19,0_45_18
11_55_6_1,0_46_5
9_54_14_1,0_47_13_1
11_61_18,0_52_17
15_61_16,0_48_15
5_53_24,0_50_23
9_54_20,0_47_19
7_54_21,0_49_20
7_56_22,0_51_21
9_58_16,0_51_15
5_54_19,0_51_18
5_57_22,0_54_21
5_54_22,0_51_21
5_56_23,0_53_22
3_54_23,0_53_22
3_55_7,0_54_6
